,doi,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,strain_final,biosample_genotype,project,condition,refrence,condition_name_old,project_name_old,full_condition_name,replicate,refrence_condition_old,strain_description,base_media,carbon_source,aerobicity,nitrogen_source,supplement,temperature,growth_phase,OD,additional_notes,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,passed_similar_replicates,passed_number_replicates,sample,n_replicates
Paeru_0161,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PA01,PAO1,,Paeru_PRECISE,M9sucAA_wt,M9glucAA_wt,M9sucAA_wt,Paeru_Precise,Paeru_PRECISE:M9sucAA_wt,5,,Pseudomonas aeruginosa K2733,,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:M9sucAA_wt:5,6.0
Paeru_0162,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PA01,PAO1,,Paeru_PRECISE,M9sucAA_wt,M9glucAA_wt,M9sucAA_wt,Paeru_Precise,Paeru_PRECISE:M9sucAA_wt,6,,Pseudomonas aeruginosa K2733,,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:M9sucAA_wt:6,6.0
Paeru_0166,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,R10LB_wt,M9glucAA_wt,R10LB_wt,Paeru_Precise,Paeru_PRECISE:R10LB_wt,6,,Pseudomonas aeruginosa K2733,,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:R10LB_wt:6,7.0
Paeru_0167,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,R10LB_wt,M9glucAA_wt,R10LB_wt,Paeru_Precise,Paeru_PRECISE:R10LB_wt,7,,Pseudomonas aeruginosa K2733,,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:R10LB_wt:7,7.0
Paeru_0220,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,LB_wt,M9glucAA_wt,LB_wt,Paeru_Precise,Paeru_PRECISE:LB_wt,3,,Pseudomonas aeruginosa K2733,,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:LB_wt:3,4.0
Paeru_0221,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,LB_wt,M9glucAA_wt,LB_wt,Paeru_Precise,Paeru_PRECISE:LB_wt,4,,Pseudomonas aeruginosa K2733,,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:LB_wt:4,4.0
Paeru_0258,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PAO1,PAO1,,Paeru_PRECISE,R10LB_NaCl,M9glucAA_wt,R10LB_NaCl,Paeru_Precise,Paeru_PRECISE:R10LB_NaCl,1,,Pseudomonas aeruginosa K2733,,,Aerobic,,,37.0,,,,,,,,,Paeru_PRECISE:R10LB_NaCl:1,2.0
Paeru_0259,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PAO1,PAO1,,Paeru_PRECISE,R10LB_NaCl,M9glucAA_wt,R10LB_NaCl,Paeru_Precise,Paeru_PRECISE:R10LB_NaCl,2,,Pseudomonas aeruginosa K2733,,,Aerobic,,,37.0,,,,,,,,,Paeru_PRECISE:R10LB_NaCl:2,2.0
Paeru_0260,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PAO1,PAO1,,Paeru_PRECISE,M9glucAA_wt,M9glucAA_wt,M9glucAA_wt,Paeru_Precise,Paeru_PRECISE:M9glucAA_wt,3,,Pseudomonas aeruginosa K2733,,,Aerobic,,,37.0,,,,,,,,,Paeru_PRECISE:M9glucAA_wt:3,4.0
Paeru_0261,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PAO1,PAO1,,Paeru_PRECISE,M9glucAA_Zn,M9glucAA_wt,M9glucAA_Zn,Paeru_Precise,Paeru_PRECISE:M9glucAA_Zn,1,,Pseudomonas aeruginosa K2733,,,Aerobic,,,37.0,,,,,,,,,Paeru_PRECISE:M9glucAA_Zn:1,2.0
Paeru_0262,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PAO1,PAO1,,Paeru_PRECISE,M9glucAA_Cu,M9glucAA_wt,M9glucAA_Cu,Paeru_Precise,Paeru_PRECISE:M9glucAA_Cu,1,,Pseudomonas aeruginosa K2733,,,Aerobic,,,37.0,,,,,,,,,Paeru_PRECISE:M9glucAA_Cu:1,2.0
Paeru_0263,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PAO1,PAO1,,Paeru_PRECISE,M9glucAA_NaOCl,M9glucAA_wt,M9glucAA_NaOCl,Paeru_Precise,Paeru_PRECISE:M9glucAA_NaOCl,1,,Pseudomonas aeruginosa K2733,,,Aerobic,,,37.0,,,,,,,,,Paeru_PRECISE:M9glucAA_NaOCl:1,2.0
Paeru_0264,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PAO1,PAO1,,Paeru_PRECISE,M9GlcNAcAA_8,M9glucAA_wt,M9GlcNAcAA_8,Paeru_Precise,Paeru_PRECISE:M9GlcNAcAA_8,1,,Pseudomonas aeruginosa K2733,,,Aerobic,,,37.0,,,,,,,,,Paeru_PRECISE:M9GlcNAcAA_8:1,2.0
Paeru_0265,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PAO1,PAO1,,Paeru_PRECISE,M9GlcNAcAA_8,M9glucAA_wt,M9GlcNAcAA_8,Paeru_Precise,Paeru_PRECISE:M9GlcNAcAA_8,2,,Pseudomonas aeruginosa K2733,,,Aerobic,,,37.0,,,,,,,,,Paeru_PRECISE:M9GlcNAcAA_8:2,2.0
Paeru_0266,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PAO1,PAO1,,Paeru_PRECISE,M9GlcNAcAA_4,M9glucAA_wt,M9GlcNAcAA_4,Paeru_Precise,Paeru_PRECISE:M9GlcNAcAA_4,1,,Pseudomonas aeruginosa K2733,,,Aerobic,,,37.0,,,,,,,,,Paeru_PRECISE:M9GlcNAcAA_4:1,2.0
Paeru_0267,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PAO1,PAO1,,Paeru_PRECISE,M9GlcNAcAA_4,M9glucAA_wt,M9GlcNAcAA_4,Paeru_Precise,Paeru_PRECISE:M9GlcNAcAA_4,2,,Pseudomonas aeruginosa K2733,,,Aerobic,,,37.0,,,,,,,,,Paeru_PRECISE:M9GlcNAcAA_4:2,2.0
Paeru_0268,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PAO1,PAO1,,Paeru_PRECISE,M9GlcNAcAA_2,M9glucAA_wt,M9GlcNAcAA_2,Paeru_Precise,Paeru_PRECISE:M9GlcNAcAA_2,1,,Pseudomonas aeruginosa K2733,,,Aerobic,,,37.0,,,,,,,,,Paeru_PRECISE:M9GlcNAcAA_2:1,2.0
Paeru_0269,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PAO1,PAO1,,Paeru_PRECISE,M9GlcNAcAA_2,M9glucAA_wt,M9GlcNAcAA_2,Paeru_Precise,Paeru_PRECISE:M9GlcNAcAA_2,2,,Pseudomonas aeruginosa K2733,,,Aerobic,,,37.0,,,,,,,,,Paeru_PRECISE:M9GlcNAcAA_2:2,2.0
Paeru_0270,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PAO1,PAO1,,Paeru_PRECISE,M9GlcNAcAA_1,M9glucAA_wt,M9GlcNAcAA_1,Paeru_Precise,Paeru_PRECISE:M9GlcNAcAA_1,1,,Pseudomonas aeruginosa K2733,,,Aerobic,,,37.0,,,,,,,,,Paeru_PRECISE:M9GlcNAcAA_1:1,2.0
Paeru_0271,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PAO1,PAO1,,Paeru_PRECISE,M9GlcNAcAA_1,M9glucAA_wt,M9GlcNAcAA_1,Paeru_Precise,Paeru_PRECISE:M9GlcNAcAA_1,2,,Pseudomonas aeruginosa K2733,,,Aerobic,,,37.0,,,,,,,,,Paeru_PRECISE:M9GlcNAcAA_1:2,2.0
Paeru_0282,,1/6/20 17:53,,Pseudomonas aeruginosa PAO1,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PAO1,PAO1,,Paeru_PRECISE,M9glucAA_NaOCl,M9glucAA_wt,M9glucAA_NaOCl,Paeru_Precise,Paeru_PRECISE:M9glucAA_NaOCl,2,,Pseudomonas aeruginosa PAO1,M9,,Aerobic,,,37.0,,,,,,,,,Paeru_PRECISE:M9glucAA_NaOCl:2,2.0
Paeru_0283,,1/6/20 17:53,,Pseudomonas aeruginosa PAO1,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PAO1,PAO1,,Paeru_PRECISE,M9glucAA_Cu,M9glucAA_wt,M9glucAA_Cu,Paeru_Precise,Paeru_PRECISE:M9glucAA_Cu,2,,Pseudomonas aeruginosa PAO1,M9,,Aerobic,,,37.0,,,,,,,,,Paeru_PRECISE:M9glucAA_Cu:2,2.0
Paeru_0284,,1/6/20 17:53,,Pseudomonas aeruginosa PAO1,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PAO1,PAO1,,Paeru_PRECISE,M9glucAA_Fe,M9glucAA_wt,M9glucAA_Fe,Paeru_Precise,Paeru_PRECISE:M9glucAA_Fe,1,,Pseudomonas aeruginosa PAO1,M9,,Aerobic,,,37.0,,,,,,,,,Paeru_PRECISE:M9glucAA_Fe:1,2.0
Paeru_0285,,1/6/20 17:53,,Pseudomonas aeruginosa PAO1,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PAO1,PAO1,,Paeru_PRECISE,M9glucAA_Fe,M9glucAA_wt,M9glucAA_Fe,Paeru_Precise,Paeru_PRECISE:M9glucAA_Fe,2,,Pseudomonas aeruginosa PAO1,M9,,Aerobic,,,37.0,,,,,,,,,Paeru_PRECISE:M9glucAA_Fe:2,2.0
Paeru_0286,,1/6/20 17:53,,Pseudomonas aeruginosa PAO1,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PAO1,PAO1,,Paeru_PRECISE,M9glucAA_Zn,M9glucAA_wt,M9glucAA_Zn,Paeru_Precise,Paeru_PRECISE:M9glucAA_Zn,2,,Pseudomonas aeruginosa PAO1,M9,,Aerobic,,,37.0,,,,,,,,,Paeru_PRECISE:M9glucAA_Zn:2,2.0
Paeru_0287,,1/6/20 17:53,,Pseudomonas aeruginosa PAO1,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PAO1,PAO1,,Paeru_PRECISE,M9glucAA_wt,M9glucAA_wt,M9glucAA_wt,Paeru_Precise,Paeru_PRECISE:M9glucAA_wt,4,,Pseudomonas aeruginosa PAO1,M9,,Aerobic,,,37.0,,,,,,,,,Paeru_PRECISE:M9glucAA_wt:4,4.0
SRX6923929,https://doi.org/10.1038/s41598-019-55633-6,9/30/19 14:09,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR10203891,SRP223733,PRJNA574614,574614.0,SRS5467140,SAMN12876116,SRA969948,RNA-Seq,RANDOM,TRANSCRIPTOMIC,Broad Institute,0.0,0.0,9106706,12876116,,,,PAO1,,,pre-PatH_Cap_PSA_treatment,pre_PSA_gentamycin,pre_PSA_untreted,pre_PSA_gentamycin_1,Pathogen_mRNA_host,pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin,1,pre_PSA_untreted,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,3.0
SRX6923930,https://doi.org/10.1038/s41598-019-55633-6,9/30/19 14:12,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR10203890,SRP223733,PRJNA574614,574614.0,SRS5467140,SAMN12876116,SRA969948,RNA-Seq,RANDOM,TRANSCRIPTOMIC,Broad Institute,0.0,0.0,9106707,12876116,,,,PAO1,,,pre-PatH_Cap_PSA_treatment,pre_PSA_gentamycin,pre_PSA_untreted,pre_PSA_gentamycin_2,Pathogen_mRNA_host,pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin,2,pre_PSA_untreted,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,3.0
SRX6923932,https://doi.org/10.1038/s41598-019-55633-6,9/30/19 14:12,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR10203888,SRP223733,PRJNA574614,574614.0,SRS5467140,SAMN12876116,SRA969948,RNA-Seq,RANDOM,TRANSCRIPTOMIC,Broad Institute,0.0,0.0,9106709,12876116,,,,PAO1,,,pre-PatH_Cap_PSA_treatment,pre_PSA_gentamycin,pre_PSA_untreted,pre_PSA_gentamycin_3,Pathogen_mRNA_host,pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin,3,pre_PSA_untreted,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,3.0
SRX6923933,https://doi.org/10.1038/s41598-019-55633-6,9/30/19 14:09,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR10203887,SRP223733,PRJNA574614,574614.0,SRS5467144,SAMN12876117,SRA969948,RNA-Seq,RANDOM,TRANSCRIPTOMIC,Broad Institute,0.0,0.0,9106710,12876117,,,,PAO1,,,pre-PatH_Cap_PSA_treatment,pre_PSA_untreted,pre_PSA_untreted,pre_PSA_untreted,Pathogen_mRNA_host,pre-PatH_Cap_PSA_treatment:pre_PSA_untreted,1,pre_PSA_untreted,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,3.0
SRX6923934,https://doi.org/10.1038/s41598-019-55633-6,9/30/19 14:12,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR10203886,SRP223733,PRJNA574614,574614.0,SRS5467144,SAMN12876117,SRA969948,RNA-Seq,RANDOM,TRANSCRIPTOMIC,Broad Institute,0.0,0.0,9106711,12876117,,,,PAO1,,,pre-PatH_Cap_PSA_treatment,pre_PSA_untreted,pre_PSA_untreted,pre_PSA_untreted,Pathogen_mRNA_host,pre-PatH_Cap_PSA_treatment:pre_PSA_untreted,2,pre_PSA_untreted,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,3.0
SRX6923935,https://doi.org/10.1038/s41598-019-55633-6,9/30/19 15:12,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR10203885,SRP223733,PRJNA574614,574614.0,SRS5467144,SAMN12876117,SRA969948,RNA-Seq,RANDOM,TRANSCRIPTOMIC,Broad Institute,0.0,0.0,9106712,12876117,,,,PAO1,,,pre-PatH_Cap_PSA_treatment,pre_PSA_untreted,pre_PSA_untreted,pre_PSA_untreted,Pathogen_mRNA_host,pre-PatH_Cap_PSA_treatment:pre_PSA_untreted,3,pre_PSA_untreted,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,3.0
SRX7940213,https://doi.org/10.1128/msystems.00495-20,8/13/20 16:24,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR11336702,SRP253109,PRJNA613082,613082.0,SRS6330932,SAMN14392484,SRA1056021,RNA-Seq,cDNA,TRANSCRIPTOMIC,Molecular Biology and Biochemistry,0.0,0.0,10375366,14392484,GSE147132,32753509.0,32753509,PA01,wild type,,relA-spoT_double-mutant,plank_WT_1,plank_WT_1,plank_WT_1,Planktonic_relspot,relA-spoT_double-mutant:plank_WT_1,1,plank_WT_1,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,relA-spoT_double-mutant:plank_WT_1:1,3.0
SRX7940214,https://doi.org/10.1128/msystems.00495-20,8/13/20 16:24,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR11336703,SRP253109,PRJNA613082,613082.0,SRS6330933,SAMN14392482,SRA1056021,RNA-Seq,cDNA,TRANSCRIPTOMIC,Molecular Biology and Biochemistry,0.0,0.0,10375367,14392482,GSE147132,32753509.0,32753509,PA01,wild type,,relA-spoT_double-mutant,plank_WT_1,plank_WT_1,plank_WT_1,Planktonic_relspot,relA-spoT_double-mutant:plank_WT_1,2,plank_WT_1,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,relA-spoT_double-mutant:plank_WT_1:2,3.0
SRX7940215,https://doi.org/10.1128/msystems.00495-20,8/13/20 16:24,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR11336704,SRP253109,PRJNA613082,613082.0,SRS6330934,SAMN14392483,SRA1056021,RNA-Seq,cDNA,TRANSCRIPTOMIC,Molecular Biology and Biochemistry,0.0,0.0,10375368,14392483,GSE147132,32753509.0,32753509,PA01,wild type,,relA-spoT_double-mutant,plank_WT_1,plank_WT_1,plank_WT_1,Planktonic_relspot,relA-spoT_double-mutant:plank_WT_1,3,plank_WT_1,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,relA-spoT_double-mutant:plank_WT_1:3,3.0
SRX7940216,https://doi.org/10.1128/msystems.00495-20,8/13/20 16:24,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR11336705,SRP253109,PRJNA613082,613082.0,SRS6330935,SAMN14392487,SRA1056021,RNA-Seq,cDNA,TRANSCRIPTOMIC,Molecular Biology and Biochemistry,0.0,0.0,10375369,14392487,GSE147132,32753509.0,32753509,PA01,relA-spoT double mutant,,relA-spoT_double-mutant,plank_rel-spot,plank_WT_1,plank_rel-spot_1,Planktonic_relspot,relA-spoT_double-mutant:plank_rel-spot,1,plank_WT_1,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,relA-spoT_double-mutant:plank_rel-spot:1,2.0
SRX7940217,https://doi.org/10.1128/msystems.00495-20,8/13/20 16:24,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR11336706,SRP253109,PRJNA613082,613082.0,SRS6330936,SAMN14392486,SRA1056021,RNA-Seq,cDNA,TRANSCRIPTOMIC,Molecular Biology and Biochemistry,0.0,0.0,10375370,14392486,GSE147132,32753509.0,32753509,PA01,relA-spoT double mutant,,relA-spoT_double-mutant,plank_rel-spot,plank_WT_1,plank_rel-spot_2,Planktonic_relspot,relA-spoT_double-mutant:plank_rel-spot,2,plank_WT_1,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,relA-spoT_double-mutant:plank_rel-spot:2,2.0
SRX3169722,https://doi.org/10.1111/1462-2920.14301,1/8/18 9:41,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,NextSeq 500,SRR6018047,SRP117105,PRJNA402082,402082.0,SRS2499757,SAMN07617977,SRA606277,RNA-Seq,cDNA,TRANSCRIPTOMIC,Estaci�n Experimental del Zaid�n,0.0,4471276.0,GSE103620,GSM2776751,,,PAO1,PAO1,wild type,NC_002516.2,Rosmarinic_acid,PAO1-100UMRA,PAO1_DMSO_Control,PAO1-100UMRA-1,Rosmarinic_acid_PA,Rosmarinic_acid:PAO1-100UMRA,1,PAO1_DMSO_Control,,,,,,Rosmarinic acid,,,,,1.0,1.0,1.0,1.0,1.0,Rosmarinic_acid:PAO1-100UMRA:1,2.0
SRX3169723,https://doi.org/10.1111/1462-2920.14301,1/8/18 9:41,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,NextSeq 500,SRR6018049,SRP117105,PRJNA402082,402082.0,SRS2499758,SAMN07617976,SRA606277,RNA-Seq,cDNA,TRANSCRIPTOMIC,Estaci�n Experimental del Zaid�n,0.0,4471277.0,GSE103620,GSM2776752,,,PAO1,PAO1,wild type,NC_002516.2,Rosmarinic_acid,PAO1-100UMRA,PAO1_DMSO_Control,PAO1-100UMRA-2,Rosmarinic_acid_PA,Rosmarinic_acid:PAO1-100UMRA,2,PAO1_DMSO_Control,,,,,,Rosmarinic acid,,,,,1.0,1.0,1.0,1.0,1.0,Rosmarinic_acid:PAO1-100UMRA:2,2.0
SRX3169725,https://doi.org/10.1111/1462-2920.14301,1/8/18 9:41,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,NextSeq 500,SRR6018053,SRP117105,PRJNA402082,402082.0,SRS2499761,SAMN07617980,SRA606277,RNA-Seq,cDNA,TRANSCRIPTOMIC,Estaci�n Experimental del Zaid�n,0.0,4471279.0,GSE103620,GSM2776754,,,PAO1,PAO1,wild type,NC_002516.2,Rosmarinic_acid,PAO1_DMSO_Control,PAO1_DMSO_Control,PAO1_DMSO_Control,Rosmarinic_acid_PA,Rosmarinic_acid:PAO1_DMSO_Control,1,PAO1_DMSO_Control,,,,,,DMSO,,,,,1.0,1.0,1.0,1.0,1.0,Rosmarinic_acid:PAO1_DMSO_Control:1,3.0
SRX3169726,https://doi.org/10.1111/1462-2920.14301,1/8/18 9:41,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,NextSeq 500,SRR6018055,SRP117105,PRJNA402082,402082.0,SRS2499760,SAMN07617979,SRA606277,RNA-Seq,cDNA,TRANSCRIPTOMIC,Estaci�n Experimental del Zaid�n,0.0,4471280.0,GSE103620,GSM2776755,,,PAO1,PAO1,wild type,NC_002516.2,Rosmarinic_acid,PAO1_DMSO_Control,PAO1_DMSO_Control,PAO1_DMSO_Control,Rosmarinic_acid_PA,Rosmarinic_acid:PAO1_DMSO_Control,2,PAO1_DMSO_Control,,,,,,DMSO,,,,,1.0,1.0,1.0,1.0,1.0,Rosmarinic_acid:PAO1_DMSO_Control:2,3.0
SRX3169728,https://doi.org/10.1111/1462-2920.14301,1/8/18 9:41,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,NextSeq 500,SRR6018057,SRP117105,PRJNA402082,402082.0,SRS2499764,SAMN07617978,SRA606277,RNA-Seq,cDNA,TRANSCRIPTOMIC,Estaci�n Experimental del Zaid�n,0.0,4471282.0,GSE103620,GSM2776756,,,PAO1,PAO1,wild type,NC_002516.2,Rosmarinic_acid,PAO1_DMSO_Control,PAO1_DMSO_Control,PAO1_DMSO_Control,Rosmarinic_acid_PA,Rosmarinic_acid:PAO1_DMSO_Control,3,PAO1_DMSO_Control,,,,,,DMSO,,,,,1.0,1.0,1.0,1.0,1.0,Rosmarinic_acid:PAO1_DMSO_Control:3,3.0
