,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project,project_name,reference_condition,condition,condition_name,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,co_culture,time,host_plant,host_genotype,infiltration_agent,inoculation_time (h post infiltration),sample_time (h post inoculation),additional_notes,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_condition_name,passed_similar_replicates,passed_number_replicates,replicate,sample,n_replicates
SRX3159012,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003728,SRP117027,PRJNA401856,401856,SRS2490336,SAMN07604158,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459343,GSE103441,GSM2771375,29531038,7604158,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_pad4,WT_pad4,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,pad4-1,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_pad4,True,True,1.0,immunity_isolated__WT_pad4__1.0,4.0
SRX3159013,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003729,SRP117027,PRJNA401856,401856,SRS2490337,SAMN07604156,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459344,GSE103441,GSM2771376,29531038,7604156,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_PS,WT_PS,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,pad4-1 sid2-2,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_PS,True,True,1.0,immunity_isolated__WT_PS__1.0,4.0
SRX3159014,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003730,SRP117027,PRJNA401856,401856,SRS2490338,SAMN07604155,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459345,GSE103441,GSM2771377,29531038,7604155,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_WT,AvrRpt2_WT,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_WT,True,True,2.0,immunity_isolated__AvrRpt2_WT__2.0,14.0
SRX3159015,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003731,SRP117027,PRJNA401856,401856,SRS2490339,SAMN07604154,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459346,GSE103441,GSM2771378,29531038,7604154,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_sid2,AvrRpt2_sid2,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,sid2-2,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_sid2,True,True,1.0,immunity_isolated__AvrRpt2_sid2__1.0,3.0
SRX3159016,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003732,SRP117027,PRJNA401856,401856,SRS2490340,SAMN07604153,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459347,GSE103441,GSM2771379,29531038,7604153,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_pad4,AvrRpt2_pad4,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,pad4-1,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_pad4,True,True,1.0,immunity_isolated__AvrRpt2_pad4__1.0,4.0
SRX3159017,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003733,SRP117027,PRJNA401856,401856,SRS2490341,SAMN07604152,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459348,GSE103441,GSM2771380,29531038,7604152,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_PS,AvrRpt2_PS,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,pad4-1 sid2-2,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_PS,True,True,1.0,immunity_isolated__AvrRpt2_PS__1.0,3.0
SRX3159018,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003734,SRP117027,PRJNA401856,401856,SRS2490342,SAMN07604151,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459349,GSE103441,GSM2771381,29531038,7604151,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_WT,WT_WT,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_WT,True,True,3.0,immunity_isolated__WT_WT__3.0,12.0
SRX3159019,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003735,SRP117027,PRJNA401856,401856,SRS2490343,SAMN07604205,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459350,GSE103441,GSM2771382,29531038,7604205,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_sid2,WT_sid2,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,sid2-2,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_sid2,True,True,1.0,immunity_isolated__WT_sid2__1.0,2.0
SRX3159020,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003736,SRP117027,PRJNA401856,401856,SRS2490344,SAMN07604157,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459351,GSE103441,GSM2771383,29531038,7604157,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_pad4,WT_pad4,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,pad4-1,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_pad4,True,True,2.0,immunity_isolated__WT_pad4__2.0,4.0
SRX3159021,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003737,SRP117027,PRJNA401856,401856,SRS2490345,SAMN07604204,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459352,GSE103441,GSM2771384,29531038,7604204,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_PS,WT_PS,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,pad4-1 sid2-2,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_PS,True,True,2.0,immunity_isolated__WT_PS__2.0,4.0
SRX3159022,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003738,SRP117027,PRJNA401856,401856,SRS2490347,SAMN07604203,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459353,GSE103441,GSM2771385,29531038,7604203,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_WT,AvrRpt2_WT,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_WT,True,True,3.0,immunity_isolated__AvrRpt2_WT__3.0,14.0
SRX3159023,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003739,SRP117027,PRJNA401856,401856,SRS2490346,SAMN07604202,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459354,GSE103441,GSM2771386,29531038,7604202,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_sid2,AvrRpt2_sid2,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,sid2-2,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_sid2,True,True,2.0,immunity_isolated__AvrRpt2_sid2__2.0,3.0
SRX3159024,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003740,SRP117027,PRJNA401856,401856,SRS2490348,SAMN07604201,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459355,GSE103441,GSM2771387,29531038,7604201,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_pad4,AvrRpt2_pad4,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,pad4-1,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_pad4,True,True,2.0,immunity_isolated__AvrRpt2_pad4__2.0,4.0
SRX3159025,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003741,SRP117027,PRJNA401856,401856,SRS2490349,SAMN07604200,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459356,GSE103441,GSM2771388,29531038,7604200,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_PS,AvrRpt2_PS,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,pad4-1 sid2-2,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_PS,True,True,2.0,immunity_isolated__AvrRpt2_PS__2.0,3.0
SRX3159026,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003742,SRP117027,PRJNA401856,401856,SRS2490350,SAMN07604199,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459357,GSE103441,GSM2771389,29531038,7604199,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_WT,WT_WT,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_WT,True,True,4.0,immunity_isolated__WT_WT__4.0,12.0
SRX3159027,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003743,SRP117027,PRJNA401856,401856,SRS2490351,SAMN07604198,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459358,GSE103441,GSM2771390,29531038,7604198,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_npr1,WT_npr1,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,npr1-1,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_npr1,True,True,2.0,immunity_isolated__WT_npr1__2.0,2.0
SRX3159028,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003746,SRP117027,PRJNA401856,401856,SRS2490352,SAMN07604195,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459359,GSE103441,GSM2771393,29531038,7604195,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_WT,AvrRpt2_WT,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_WT,True,True,4.0,immunity_isolated__AvrRpt2_WT__4.0,14.0
SRX3159029,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003747,SRP117027,PRJNA401856,401856,SRS2490353,SAMN07604194,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459360,GSE103441,GSM2771394,29531038,7604194,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_npr1,AvrRpt2_npr1,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,npr1-1,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_npr1,True,True,2.0,immunity_isolated__AvrRpt2_npr1__2.0,3.0
SRX3159030,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003748,SRP117027,PRJNA401856,401856,SRS2490354,SAMN07604193,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459361,GSE103441,GSM2771395,29531038,7604193,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_DE,AvrRpt2_DE,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,dde2-2 ein2-1,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_DE,True,True,2.0,immunity_isolated__AvrRpt2_DE__2.0,3.0
SRX3159034,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003752,SRP117027,PRJNA401856,401856,SRS2490358,SAMN07604180,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459365,GSE103441,GSM2771399,29531038,7604180,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_WT_mock,WT_WT_mock,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,Water,24.0,6.0,,True,True,True,True,immunity_isolated:WT_WT_mock,True,True,1.0,immunity_isolated__WT_WT_mock__1.0,3.0
SRX3159036,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003754,SRP117027,PRJNA401856,401856,SRS2490360,SAMN07604178,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459367,GSE103441,GSM2771401,29531038,7604178,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_WT,WT_WT,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_WT,True,True,5.0,immunity_isolated__WT_WT__5.0,12.0
SRX3159037,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003755,SRP117027,PRJNA401856,401856,SRS2490361,SAMN07604177,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459368,GSE103441,GSM2771402,29531038,7604177,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_SP,WT_SP,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,sid2-1 pmr4-1,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_SP,True,True,1.0,immunity_isolated__WT_SP__1.0,2.0
SRX3159041,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003759,SRP117027,PRJNA401856,401856,SRS2490365,SAMN07604173,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459372,GSE103441,GSM2771406,29531038,7604173,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_b2b3,AvrRpt2_b2b3,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,cyp79b2 cyp79b3,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_b2b3,True,True,1.0,immunity_isolated__AvrRpt2_b2b3__1.0,2.0
SRX3159042,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003760,SRP117027,PRJNA401856,401856,SRS2490366,SAMN07604229,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459373,GSE103441,GSM2771407,29531038,7604229,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_WT,WT_WT,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_WT,True,True,6.0,immunity_isolated__WT_WT__6.0,12.0
SRX3159043,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003761,SRP117027,PRJNA401856,401856,SRS2490367,SAMN07604226,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459374,GSE103441,GSM2771408,29531038,7604226,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_SP,WT_SP,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,sid2-1 pmr4-1,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_SP,True,True,2.0,immunity_isolated__WT_SP__2.0,2.0
SRX3159045,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003763,SRP117027,PRJNA401856,401856,SRS2490369,SAMN07604224,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459376,GSE103441,GSM2771410,29531038,7604224,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_WT,AvrRpt2_WT,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_WT,True,True,5.0,immunity_isolated__AvrRpt2_WT__5.0,14.0
SRX3159047,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003765,SRP117027,PRJNA401856,401856,SRS2490371,SAMN07604132,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459378,GSE103441,GSM2771412,29531038,7604132,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_b2b3,AvrRpt2_b2b3,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,cyp79b2 cyp79b3,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_b2b3,True,True,2.0,immunity_isolated__AvrRpt2_b2b3__2.0,2.0
SRX3159048,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003766,SRP117027,PRJNA401856,401856,SRS2490372,SAMN07604228,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459379,GSE103441,GSM2771413,29531038,7604228,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_WT,WT_WT,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_WT,True,True,7.0,immunity_isolated__WT_WT__7.0,12.0
SRX3159049,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003767,SRP117027,PRJNA401856,401856,SRS2490373,SAMN07604227,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459380,GSE103441,GSM2771414,29531038,7604227,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_sid2,WT_sid2,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,sid2-2,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_sid2,True,True,2.0,immunity_isolated__WT_sid2__2.0,2.0
SRX3159050,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003768,SRP117027,PRJNA401856,401856,SRS2490375,SAMN07604131,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459381,GSE103441,GSM2771415,29531038,7604131,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_pad4,WT_pad4,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,pad4-1,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_pad4,True,True,3.0,immunity_isolated__WT_pad4__3.0,4.0
SRX3159051,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003769,SRP117027,PRJNA401856,401856,SRS2490374,SAMN07604130,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459382,GSE103441,GSM2771416,29531038,7604130,Pto,,,immunity_isolated,immunity_isolated,WT_WT,WT_PS,WT_PS,DC3000,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,pad4-1 sid2-2,,24.0,6.0,,True,True,True,True,immunity_isolated:WT_PS,True,True,3.0,immunity_isolated__WT_PS__3.0,4.0
SRX3159052,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003770,SRP117027,PRJNA401856,401856,SRS2490377,SAMN07604129,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459383,GSE103441,GSM2771417,29531038,7604129,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_WT,AvrRpt2_WT,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_WT,True,True,6.0,immunity_isolated__AvrRpt2_WT__6.0,14.0
SRX3159053,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003771,SRP117027,PRJNA401856,401856,SRS2490376,SAMN07604128,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459384,GSE103441,GSM2771418,29531038,7604128,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_sid2,AvrRpt2_sid2,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,sid2-2,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_sid2,True,True,3.0,immunity_isolated__AvrRpt2_sid2__3.0,3.0
SRX3159054,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003772,SRP117027,PRJNA401856,401856,SRS2490379,SAMN07604127,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459385,GSE103441,GSM2771419,29531038,7604127,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_pad4,AvrRpt2_pad4,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,pad4-1,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_pad4,True,True,3.0,immunity_isolated__AvrRpt2_pad4__3.0,4.0
SRX3159055,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR6003773,SRP117027,PRJNA401856,401856,SRS2490378,SAMN07604126,SRA605255,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459386,GSE103441,GSM2771420,29531038,7604126,Pto-AvrRpt2,,,immunity_isolated,immunity_isolated,WT_WT,AvrRpt2_WT,AvrRpt2_WT,DC3000-AvrRpt2,King's B,Glycerol,,1.0,,28.0,6.9,,0.5,,,Arabidopsis thaliana,Col-0,,24.0,6.0,,True,True,True,True,immunity_isolated:AvrRpt2_WT,True,True,7.0,immunity_isolated__AvrRpt2_WT__7.0,14.0
