,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,R1,R2,reference_sequence,project,condition,reference_condition,strain_description,base_media,temperature,pH,growth_phase,OD,notes,Title,additional_notes,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_condition_name,passed_similar_replicates,passed_number_replicates,replicate,sample,doi,n_replicates
ABNM005,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,growth,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_Growth_phases_6_hrs_rep_1_S18_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_Growth_phases_6_hrs_rep_1_S18_L001_R2_001.fastq.gz,AB5075,growth,6h,2h,AB5075,RPMI+10%LB,37.0,0,,0.748,0,0,0,True,True,True,growth:6h,True,True,1.0,growth__6h__1.0,,2.0
ABNM006,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,growth,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_Growth_phases_6_hrs_rep_2_S19_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_Growth_phases_6_hrs_rep_2_S19_L001_R2_001.fastq.gz,AB5075,growth,6h,2h,AB5075,RPMI+10%LB,37.0,0,,0.653,0,0,0,True,True,True,growth:6h,True,True,2.0,growth__6h__2.0,,2.0
ABNM007,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,growth,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_Growth_phases_8_hrs_rep_1_S20_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_Growth_phases_8_hrs_rep_1_S20_L001_R2_001.fastq.gz,AB5075,growth,8h,2h,AB5075,RPMI+10%LB,37.0,0,,0.919,0,0,0,True,True,True,growth:8h,True,True,1.0,growth__8h__1.0,,2.0
ABNM008,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,growth,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_Growth_phases_8_hrs_rep_2_S21_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_Growth_phases_8_hrs_rep_2_S21_L001_R2_001.fastq.gz,AB5075,growth,8h,2h,AB5075,RPMI+10%LB,37.0,0,,0.868,0,0,0,True,True,True,growth:8h,True,True,2.0,growth__8h__2.0,,2.0
ABNM009,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,growth,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_Growth_phases_10_hrs_rep_1_S22_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_Growth_phases_10_hrs_rep_1_S22_L001_R2_001.fastq.gz,AB5075,growth,10h,2h,AB5075,RPMI+10%LB,37.0,0,,1.04,0,0,0,True,True,True,growth:10h,True,True,1.0,growth__10h__1.0,,2.0
ABNM010,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,growth,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_Growth_phases_10_hrs_rep_2_S23_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_Growth_phases_10_hrs_rep_2_S23_L001_R2_001.fastq.gz,AB5075,growth,10h,2h,AB5075,RPMI+10%LB,37.0,0,,1.003,0,0,0,True,True,True,growth:10h,True,True,2.0,growth__10h__2.0,,2.0
ABNM043,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,mutants,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_WT_1_S36_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_WT_1_S36_L001_R2_001.fastq.gz,0,mutants,WT,WT,AB5075,RPMI+10%LB,37.0,0,,0.379,0,0,0,True,True,True,mutants:WT,True,True,1.0,mutants__WT__1.0,,2.0
ABNM044,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,mutants,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_WT_2_S37_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_WT_2_S37_L001_R2_001.fastq.gz,0,mutants,WT,WT,AB5075,RPMI+10%LB,37.0,0,,0.379,0,0,0,True,True,True,mutants:WT,True,True,2.0,mutants__WT__2.0,,2.0
ABNM045,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,mutants,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_R7_1_S38_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_R7_1_S38_L001_R2_001.fastq.gz,0,mutants,R7,WT,AB5075,RPMI+10%LB,37.0,0,,0.379,0,0,0,True,True,True,mutants:R7,True,True,1.0,mutants__R7__1.0,,2.0
ABNM046,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,mutants,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_R7_2_S39_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_R7_2_S39_L001_R2_001.fastq.gz,0,mutants,R7,WT,AB5075,RPMI+10%LB,37.0,0,,0.379,0,0,0,True,True,True,mutants:R7,True,True,2.0,mutants__R7__2.0,,2.0
ABNM047,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,mutants,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_gacA R1_S81_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_gacA R1_S81_L001_R2_001.fastq.gz,0,mutants,gacA,WT,AB5075,RPMI+10%LB,37.0,0,,0.36,0,0,0,True,True,True,mutants:gacA,True,True,1.0,mutants__gacA__1.0,,2.0
ABNM048,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,mutants,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_gacA R2_S82_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_gacA R2_S82_L001_R2_001.fastq.gz,0,mutants,gacA,WT,AB5075,RPMI+10%LB,37.0,0,,0.36,0,0,0,True,True,True,mutants:gacA,True,True,2.0,mutants__gacA__2.0,,2.0
ABNM011,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,vacJ_LL-37,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_WT_rep_1_S24_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_WT_rep_1_S24_L001_R2_001.fastq.gz,AB5075,vacJ_LL-37,WT,WT,AB5075,RPMI+10%LB,37.0,0,,0.445,0,0,0,True,True,True,vacJ_LL-37:WT,True,True,1.0,vacJ_LL-37__WT__1.0,,2.0
ABNM012,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,vacJ_LL-37,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_WT_rep_2__1_10_Dilution_S25_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_WT_rep_2__1_10_Dilution_S25_L001_R2_001.fastq.gz,AB5075,vacJ_LL-37,WT,WT,AB5075,RPMI+10%LB,37.0,0,,0.454,0,0,0,True,True,True,vacJ_LL-37:WT,True,True,2.0,vacJ_LL-37__WT__2.0,,2.0
ABNM013,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,vacJ_LL-37,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_WTPLUSLL-37_rep_1_S26_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_WTPLUSLL-37_rep_1_S26_L001_R2_001.fastq.gz,AB5075,vacJ_LL-37,WT+LL-37,WT,AB5075,RPMI+10%LB,37.0,0,,0.461,0,0,0,True,True,True,vacJ_LL-37:WT+LL-37,True,True,1.0,vacJ_LL-37__WT+LL-37__1.0,,2.0
ABNM014,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,vacJ_LL-37,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_WTPLUSLL-37_rep_2_S27_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_WTPLUSLL-37_rep_2_S27_L001_R2_001.fastq.gz,AB5075,vacJ_LL-37,WT+LL-37,WT,AB5075,RPMI+10%LB,37.0,0,,0.47500000000000003,0,0,0,True,True,True,vacJ_LL-37:WT+LL-37,True,True,2.0,vacJ_LL-37__WT+LL-37__2.0,,2.0
ABNM015,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,vacJ_LL-37,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_DELTAvacJ_rep_1_S28_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_DELTAvacJ_rep_1_S28_L001_R2_001.fastq.gz,AB5075,vacJ_LL-37,vacJ,WT,vacJKO,RPMI+10%LB,37.0,0,,0.467,0,0,0,True,True,True,vacJ_LL-37:vacJ,True,True,1.0,vacJ_LL-37__vacJ__1.0,,2.0
ABNM016,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,vacJ_LL-37,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_DELTAvacJ_rep_2_S29_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_DELTAvacJ_rep_2_S29_L001_R2_001.fastq.gz,AB5075,vacJ_LL-37,vacJ,WT,vacJKO,RPMI+10%LB,37.0,0,,0.447,0,0,0,True,True,True,vacJ_LL-37:vacJ,True,True,2.0,vacJ_LL-37__vacJ__2.0,,2.0
ABNM017,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,vacJ_LL-37,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_DELTAvacJPLUSLL-37_rep_1_S30_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_DELTAvacJPLUSLL-37_rep_1_S30_L001_R2_001.fastq.gz,AB5075,vacJ_LL-37,vacJ+LL-37,WT,vacJKO,RPMI+10%LB,37.0,0,,0.458,0,0,0,True,True,True,vacJ_LL-37:vacJ+LL-37,True,True,1.0,vacJ_LL-37__vacJ+LL-37__1.0,,2.0
ABNM018,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,vacJ_LL-37,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_DELTAvacJPLUSLL-37_rep_2_S31_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_DELTAvacJPLUSLL-37_rep_2_S31_L001_R2_001.fastq.gz,AB5075,vacJ_LL-37,vacJ+LL-37,WT,vacJKO,RPMI+10%LB,37.0,0,,0.47900000000000004,0,0,0,True,True,True,vacJ_LL-37:vacJ+LL-37,True,True,2.0,vacJ_LL-37__vacJ+LL-37__2.0,,2.0
