,regulator,regulator_id,gene_id,gene_name,Strain,gene_id (evidence),evidence,Ims,Link,Unnamed: 9
421,HapR,PN96_RS01380,PN96_RS21060,focA,V. cholerae strain A1552,VCA0540,DEG,,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)31.
422,HapR,PN96_RS01380,PN96_RS23010,,V. cholerae strain A1552,VCA0080,DEG,,https://doi.org/10.1126/science.1120096,A list of genes that are expressed at least 2.5-fold less in ATN140 (A1552hapR) than in A1552 during growth in M9 medium containing 0.5% lactate and 2mM (GlcNAc)32.
423,HexR,PN96_RS07495,PN96_RS03080,gapA,Vibrio parahaemolyticus RIMD 2210633,VP2157,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1581,
424,HexR,PN96_RS07495,PN96_RS03605,ptsG,Vibrio parahaemolyticus RIMD 2210633,VP2046,RegPrecise,28.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1581,
425,HexR,PN96_RS07495,PN96_RS08160,ygaW,Vibrio parahaemolyticus RIMD 2210633,VP1070,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1581,
426,HexR,PN96_RS07495,PN96_RS08570,pflA,Vibrio parahaemolyticus RIMD 2210633,VP0992,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1581,
427,HexR,PN96_RS07495,PN96_RS10295,pepD,Vibrio parahaemolyticus RIMD 2210633,VP0671,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1581,
428,HexR,PN96_RS07495,PN96_RS10725,aceA,Vibrio parahaemolyticus RIMD 2210633,VP0584,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1581,
429,HexR,PN96_RS07495,PN96_RS10730,aceB,Vibrio parahaemolyticus RIMD 2210633,VP0583,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1581,
430,HexR,PN96_RS07495,PN96_RS11190,grcA,Vibrio parahaemolyticus RIMD 2210633,VP0497,RegPrecise,16.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1581,
431,HexR,PN96_RS07495,PN96_RS11245,gltB,Vibrio parahaemolyticus RIMD 2210633,VP0484,RegPrecise,35.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1581,
432,HexR,PN96_RS07495,PN96_RS11250,gltD,Vibrio parahaemolyticus RIMD 2210633,VP0483,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1581,
433,HexR,PN96_RS07495,PN96_RS11670,mtlA,Vibrio parahaemolyticus RIMD 2210633,VP0370,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1581,
434,HexR,PN96_RS07495,PN96_RS11675,mtlD,Vibrio parahaemolyticus RIMD 2210633,VP0369,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1581,
435,HexR,PN96_RS07495,PN96_RS11680,mtlR,Vibrio parahaemolyticus RIMD 2210633,VP0368,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1581,
436,HexR,PN96_RS07495,PN96_RS12250,tpiA,Vibrio parahaemolyticus RIMD 2210633,VP0239,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1581,
437,HexR,PN96_RS07495,PN96_RS14635,gpmM,Vibrio parahaemolyticus RIMD 2210633,VP2829,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1581,
438,HexR,PN96_RS07495,PN96_RS14995,ppc,Vibrio parahaemolyticus RIMD 2210633,VP2761,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1581,
439,HexR,PN96_RS07495,PN96_RS15130,pgi,Vibrio parahaemolyticus RIMD 2210633,VP2731,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1581,
440,HexR,PN96_RS07495,PN96_RS15895,glgX,Vibrio parahaemolyticus RIMD 2210633,VPA1645,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1581,
441,HexR,PN96_RS07495,PN96_RS20595,nirB,Vibrio parahaemolyticus RIMD 2210633,VPA0987,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1581,
442,HexR,PN96_RS07495,PN96_RS20600,nirD,Vibrio parahaemolyticus RIMD 2210633,VPA0986,RegPrecise,7.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1581,
443,HexR,PN96_RS07495,PN96_RS20820,pntA,Vibrio parahaemolyticus RIMD 2210633,VPA0922,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1581,
444,HexR,PN96_RS07495,PN96_RS20825,pntB,Vibrio parahaemolyticus RIMD 2210633,VPA0921,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1581,
445,His_leader,RF00514,PN96_RS07905,hisG,Vibrio parahaemolyticus RIMD 2210633,VP1137,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40305,
446,His_leader,RF00514,PN96_RS07900,hisD,Vibrio parahaemolyticus RIMD 2210633,VP1138,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40305,
447,His_leader,RF00514,PN96_RS07895,hisC,Vibrio parahaemolyticus RIMD 2210633,VP1139,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40305,
448,His_leader,RF00514,PN96_RS07890,hisB,Vibrio parahaemolyticus RIMD 2210633,VP1140,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40305,
449,His_leader,RF00514,PN96_RS07885,hisH,Vibrio parahaemolyticus RIMD 2210633,VP1141,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40305,
450,His_leader,RF00514,PN96_RS07880,hisA,Vibrio parahaemolyticus RIMD 2210633,VP1142,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40305,
451,His_leader,RF00514,PN96_RS07875,hisF,Vibrio parahaemolyticus RIMD 2210633,VP1143,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40305,
452,His_leader,RF00514,PN96_RS07870,hisI,Vibrio parahaemolyticus RIMD 2210633,VP1144,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40305,
453,HutC ,PN96_RS07300,PN96_RS07300,hutC,Vibrio parahaemolyticus RIMD 2210633,VC1206,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1864,
454,HutC ,PN96_RS07300,PN96_RS07305,hutI,Vibrio parahaemolyticus RIMD 2210633,VC1205,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1864,
455,HutC ,PN96_RS07300,PN96_RS07310,hutG,Vibrio parahaemolyticus RIMD 2210633,VC1204,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1864,
456,HypR,PN96_RS19820,PN96_RS19820,hypR,Vibrio parahaemolyticus RIMD 2210633,VP1328,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=17662,
457,HypR,PN96_RS19820,PN96_RS19825,hypE,Vibrio parahaemolyticus RIMD 2210633,VP1330,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=17662,
458,IlvY,PN96_RS13350,PN96_RS13345,ilvC,V. cholerae strain N16961,VC0162,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC0161-MONOMER#tab=REGULON,
459,IlvY,PN96_RS13350,PN96_RS13350,ilvY,V. cholerae strain N16961,VC0161,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC0161-MONOMER#tab=REGULON,
460,IscR ,PN96_RS10675,PN96_RS01585,erpA,Vibrio parahaemolyticus RIMD 2210633,VP2474,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1925,
461,IscR ,PN96_RS10675,PN96_RS10640,yfhJ,Vibrio parahaemolyticus RIMD 2210633,VP0602,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1925,
462,IscR ,PN96_RS10675,PN96_RS10645,fdx,Vibrio parahaemolyticus RIMD 2210633,VP0601,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1925,
463,IscR ,PN96_RS10675,PN96_RS10650,hscA,Vibrio parahaemolyticus RIMD 2210633,VP0600,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1925,
464,IscR ,PN96_RS10675,PN96_RS10655,hscB,Vibrio parahaemolyticus RIMD 2210633,VP0599,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1925,
465,IscR ,PN96_RS10675,PN96_RS10660,iscA,Vibrio parahaemolyticus RIMD 2210633,VP0598,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1925,
466,IscR ,PN96_RS10675,PN96_RS10665,iscU,Vibrio parahaemolyticus RIMD 2210633,VP0597,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1925,
467,IscR ,PN96_RS10675,PN96_RS10670,iscS,Vibrio parahaemolyticus RIMD 2210633,VP0596,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1925,
468,IscR ,PN96_RS10675,PN96_RS10675,iscR,Vibrio parahaemolyticus RIMD 2210633,VP0595,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1925,
469,IscR ,PN96_RS10675,PN96_RS12805,nfuA,Vibrio parahaemolyticus RIMD 2210633,VP0146,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1925,
470,KdgR,PN96_RS16750,PN96_RS16750,kdgR,Vibrio parahaemolyticus RIMD 2210633,VPA0076,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2175,
471,KdgR,PN96_RS16750,PN96_RS16755,kduD,Vibrio parahaemolyticus RIMD 2210633,VPA0077,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2175,
472,KdgR,PN96_RS16750,PN96_RS16760,ygjV,Vibrio parahaemolyticus RIMD 2210633,VPA0078,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2175,
473,KdgR,PN96_RS16750,PN96_RS16765,spiX,Vibrio parahaemolyticus RIMD 2210633,VPA0080,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2175,
474,KdgR,PN96_RS16750,PN96_RS16770,kdgK,Vibrio parahaemolyticus RIMD 2210633,VPA0082,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2175,
475,KdgR,PN96_RS16750,PN96_RS16775,eda,Vibrio parahaemolyticus RIMD 2210633,VPA0083,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2175,
476,Leu_leader,RF00512,PN96_RS11755,leuA,Vibrio parahaemolyticus RIMD 2210633,VP0346,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40065,
477,LexA,PN96_RS14240,PN96_RS00290,uvrA,Vibrio parahaemolyticus RIMD 2210633,VP2712,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2974,
478,LexA,PN96_RS14240,PN96_RS01160,recA,Vibrio parahaemolyticus RIMD 2210633,VP2550,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2974,
479,LexA,PN96_RS14240,PN96_RS01165,recX,Vibrio parahaemolyticus RIMD 2210633,VP2549,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2974,
480,LexA,PN96_RS14240,PN96_RS02010,yebG,Vibrio parahaemolyticus RIMD 2210633,VP2379,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2974,
481,LexA,PN96_RS14240,PN96_RS02190,dinB,Vibrio parahaemolyticus RIMD 2210633,VP2342,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2974,
482,LexA,PN96_RS14240,PN96_RS03120,topB,Vibrio parahaemolyticus RIMD 2210633,VP2149,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2974,
483,LexA,PN96_RS14240,PN96_RS03130,,V. cholerae strain N16961,VC2042,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC0092-MONOMER#tab=REGULON,
484,LexA,PN96_RS14240,PN96_RS03330,uvrB,Vibrio parahaemolyticus RIMD 2210633,VP2100,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2974,
485,LexA,PN96_RS14240,PN96_RS03640,dnaE2,Vibrio parahaemolyticus RIMD 2210633,VP2036,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2974,
486,LexA,PN96_RS14240,PN96_RS03645,imuB,Vibrio parahaemolyticus RIMD 2210633,VP2035,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2974,
487,LexA,PN96_RS14240,PN96_RS03650,imuA,Vibrio parahaemolyticus RIMD 2210633,VP2034,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2974,
488,LexA,PN96_RS14240,PN96_RS04580,intIA,Vibrio parahaemolyticus RIMD 2210633,VP1865,RegPrecise,40.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2974,
489,LexA,PN96_RS14240,PN96_RS06205,,Vibrio parahaemolyticus RIMD 2210633,VP1428,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2974,
490,LexA,PN96_RS14240,PN96_RS07370,,Vibrio parahaemolyticus RIMD 2210633,VP1264,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2974,
491,LexA,PN96_RS14240,PN96_RS08280,ruvB,Vibrio parahaemolyticus RIMD 2210633,VP1052,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2974,
492,LexA,PN96_RS14240,PN96_RS08285,ruvA,Vibrio parahaemolyticus RIMD 2210633,VP1051,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2974,
493,LexA,PN96_RS14240,PN96_RS10400,recN,Vibrio parahaemolyticus RIMD 2210633,VP0648,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2974,
494,LexA,PN96_RS14240,PN96_RS11090,mutH,Vibrio parahaemolyticus RIMD 2210633,VP0518,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2974,
495,LexA,PN96_RS14240,PN96_RS12750,recG,Vibrio parahaemolyticus RIMD 2210633,VP0157,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2974,
496,LexA,PN96_RS14240,PN96_RS13055,rmuC,Vibrio parahaemolyticus RIMD 2210633,VP0094,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2974,
497,LexA,PN96_RS14240,PN96_RS13910,uvrD,Vibrio parahaemolyticus RIMD 2210633,VP3013,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2974,
498,LexA,PN96_RS14240,PN96_RS14235,plsB,V. cholerae strain N16961,VC0093,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC0092-MONOMER#tab=REGULON,
499,LexA,PN96_RS14240,PN96_RS14240,lexA,Vibrio parahaemolyticus RIMD 2210633,VP2945,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2974,
500,LiuR,PN96_RS21765,PN96_RS19145,etfA,Vibrio parahaemolyticus RIMD 2210633,VPA1157,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
501,LiuR,PN96_RS21765,PN96_RS19150,etfB,Vibrio parahaemolyticus RIMD 2210633,VPA1156,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
502,LiuR,PN96_RS21765,PN96_RS19155,etfD1,Vibrio parahaemolyticus RIMD 2210633,VPA1155,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
503,LiuR,PN96_RS21765,PN96_RS19160,livG,Vibrio parahaemolyticus RIMD 2210633,VPA1153,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
504,LiuR,PN96_RS21765,PN96_RS19165,fadD,Vibrio parahaemolyticus RIMD 2210633,VPA1152,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
505,LiuR,PN96_RS21765,PN96_RS19170,livH,Vibrio parahaemolyticus RIMD 2210633,VPA1151,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
506,LiuR,PN96_RS21765,PN96_RS19175,livM,Vibrio parahaemolyticus RIMD 2210633,VPA1150,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
507,LiuR,PN96_RS21765,PN96_RS19180,livK,Vibrio parahaemolyticus RIMD 2210633,VPA1149,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
508,LiuR,PN96_RS21765,PN96_RS19185,livF,Vibrio parahaemolyticus RIMD 2210633,VPA1148,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
509,LiuR,PN96_RS21765,PN96_RS19280,liuE,Vibrio parahaemolyticus RIMD 2210633,VPA1129,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
510,LiuR,PN96_RS21765,PN96_RS19285,liuD,Vibrio parahaemolyticus RIMD 2210633,VPA1128,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
511,LiuR,PN96_RS21765,PN96_RS19290,liuC,Vibrio parahaemolyticus RIMD 2210633,VPA1127,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
512,LiuR,PN96_RS21765,PN96_RS19295,liuB,Vibrio parahaemolyticus RIMD 2210633,VPA1126,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
513,LiuR,PN96_RS21765,PN96_RS19300,liuA,Vibrio parahaemolyticus RIMD 2210633,VPA1125,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
514,LiuR,PN96_RS21765,PN96_RS19305,liuR,Vibrio parahaemolyticus RIMD 2210633,VPA1124,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
515,LiuR,PN96_RS21765,PN96_RS19310,ivdA2,Vibrio parahaemolyticus RIMD 2210633,VPA1123,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
516,LiuR,PN96_RS21765,PN96_RS19315,ivdB2,Vibrio parahaemolyticus RIMD 2210633,VPA1122,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
517,LiuR,PN96_RS21765,PN96_RS19320,ivdC2,Vibrio parahaemolyticus RIMD 2210633,VPA1121,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
518,LiuR,PN96_RS21765,PN96_RS19325,ivdD2,Vibrio parahaemolyticus RIMD 2210633,VPA1120,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
519,LiuR,PN96_RS21765,PN96_RS19330,ivdE2,Vibrio parahaemolyticus RIMD 2210633,VPA1119,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
520,LiuR,PN96_RS21765,PN96_RS19335,ivdF,Vibrio parahaemolyticus RIMD 2210633,VPA1118,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
521,LiuR,PN96_RS21765,PN96_RS19340,ivdG2,Vibrio parahaemolyticus RIMD 2210633,VPA1117,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
522,LiuR,PN96_RS21765,PN96_RS21375,etfD2,Vibrio parahaemolyticus RIMD 2210633,VPA0643,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
523,LiuR,PN96_RS21765,PN96_RS21730,ivdG1,Vibrio parahaemolyticus RIMD 2210633,VPA0626,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
524,LiuR,PN96_RS21765,PN96_RS21735,ivdF,Vibrio parahaemolyticus RIMD 2210633,VPA0625,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
525,LiuR,PN96_RS21765,PN96_RS21740,ivdE1,Vibrio parahaemolyticus RIMD 2210633,VPA0624,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
526,LiuR,PN96_RS21765,PN96_RS21745,ivdD1,Vibrio parahaemolyticus RIMD 2210633,VPA0623,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
527,LiuR,PN96_RS21765,PN96_RS21750,ivdC1,Vibrio parahaemolyticus RIMD 2210633,VPA0622,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
528,LiuR,PN96_RS21765,PN96_RS21755,ivdB1,Vibrio parahaemolyticus RIMD 2210633,VPA0621,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
529,LiuR,PN96_RS21765,PN96_RS21760,ivdA1,Vibrio parahaemolyticus RIMD 2210633,VPA0620,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
530,LiuR,PN96_RS21765,PN96_RS21765,liuR,Vibrio parahaemolyticus RIMD 2210633,VPA0619,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
531,LiuR,PN96_RS21765,PN96_RS21770,liuA,Vibrio parahaemolyticus RIMD 2210633,VPA0618,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
532,LiuR,PN96_RS21765,PN96_RS21775,liuB,Vibrio parahaemolyticus RIMD 2210633,VPA0617,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
533,LiuR,PN96_RS21765,PN96_RS21780,liuC,Vibrio parahaemolyticus RIMD 2210633,VPA0616,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
534,LiuR,PN96_RS21765,PN96_RS21785,liuE,Vibrio parahaemolyticus RIMD 2210633,VPA0615,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2995,
535,Lrp,PN96_RS08045,PN96_RS02050,argA,V. cholerae strain N16961,VC2316,BioCyc,35.0,https://biocyc.org/gene?orgid=VCHO&id=VC1904-MONOMER#tab=REGULON,
536,Lrp,PN96_RS08045,PN96_RS11145,brnQ,V. cholerae strain N16961,VC0662,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1904-MONOMER#tab=REGULON,
537,Lrp,PN96_RS08045,PN96_RS11715,ilvN,V. cholerae strain N16961,VC2482,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1904-MONOMER#tab=REGULON,
538,Lrp,PN96_RS08045,PN96_RS11720,,V. cholerae strain N16961,VC2483,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1904-MONOMER#tab=REGULON,
539,Lysine,RF00168,PN96_RS00270,lysC,Vibrio parahaemolyticus RIMD 2210633,VP2715,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40045,
540,Lysine,RF00168,PN96_RS07920,lysW,Vibrio parahaemolyticus RIMD 2210633,VP1134,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40045,
541,MetJ,PN96_RS14965,PN96_RS00265,metH,Vibrio parahaemolyticus RIMD 2210633,VP2717,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5763,
542,MetJ,PN96_RS14965,PN96_RS00900,metK,Vibrio parahaemolyticus RIMD 2210633,VP2606,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5763,
543,MetJ,PN96_RS14965,PN96_RS00910,tkt,V. cholerae strain N16961,VC0473,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2682-MONOMER#tab=REGULON,
544,MetJ,PN96_RS14965,PN96_RS03890,metR,Vibrio parahaemolyticus RIMD 2210633,VP1976,RegPrecise,43.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5763,
545,MetJ,PN96_RS14965,PN96_RS03895,metE,Vibrio parahaemolyticus RIMD 2210633,VP1974,RegPrecise,2.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5763,
546,MetJ,PN96_RS14965,PN96_RS05150,metA,Vibrio parahaemolyticus RIMD 2210633,VP1751,RegPrecise,43.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5763,
