,sample,study,project,condition,rep_id,contact,creator,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Temperature (C),pH,Antibiotic for selection,Culture Type,Growth Rate (1/hr),Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,R1,R2,BAM,alignment,doi,GEO,Published,SRX,Run,Notes,LibraryLayout,Platform,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,Model,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample_1,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample_2,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,swift,Claimed by,precise2_id,precise1_id,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,approx_OD,growth_phase,dilution_rate,culture_type,time,additional_notes,original_order,drop,passed_number_conditions,n_replicates
ecoli_00416,hot_tale__hot_ale4_44c__2,HOT ALE,hot_tale,hot_ale4_44c,2,Ke Chen,Ke Chen,11/27/18,Escherichia coli HOT_mutL.4.244.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,44.0,7.0,,Batch,0.798433,Endpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/PAL035_S65_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL035_S65_L004_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale4_44c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00417,hot_tale__hot_ale8_30c__1,HOT ALE,hot_tale,hot_ale8_30c,1,Ke Chen,Ke Chen,9/27/18,Escherichia coli HOT_mutL.8.232.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,30.0,7.0,,Batch,0.5968720000000001,Endpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/PAL021_S51_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL021_S51_L004_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale8_30c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00418,hot_tale__hot_ale8_30c__2,HOT ALE,hot_tale,hot_ale8_30c,2,Ke Chen,Ke Chen,9/27/18,Escherichia coli HOT_mutL.8.232.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,30.0,7.0,,Batch,0.596703,Endpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/PAL022_S52_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL022_S52_L004_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale8_30c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00419,hot_tale__hot_ale8_37c__1,HOT ALE,hot_tale,hot_ale8_37c,1,Ke Chen,Ke Chen,9/27/18,Escherichia coli HOT_mutL.8.232.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,37.0,7.0,,Batch,0.9800129999999999,Endpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/PAL002_S32_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL002_S32_L004_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale8_37c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00420,hot_tale__hot_ale8_37c__2,HOT ALE,hot_tale,hot_ale8_37c,2,Ke Chen,Ke Chen,9/27/18,Escherichia coli HOT_mutL.8.232.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,37.0,7.0,,Batch,0.9666,Endpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/PAL003_S33_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL003_S33_L004_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale8_37c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00421,hot_tale__hot_ale8_44c__1,HOT ALE,hot_tale,hot_ale8_44c,1,Ke Chen,Ke Chen,11/27/18,Escherichia coli HOT_mutL.8.232.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,44.0,7.0,,Batch,0.784021,Endpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/ALE_HRS_A8_F232_R1_44C_S2_L003_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/ALE_HRS_A8_F232_R1_44C_S2_L003_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale8_44c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00422,hot_tale__hot_ale8_44c__2,HOT ALE,hot_tale,hot_ale8_44c,2,Ke Chen,Ke Chen,11/27/18,Escherichia coli HOT_mutL.8.232.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,44.0,7.0,,Batch,0.734168,Endpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/ALE_HRS_A8_F232_R2_44C_S3_L003_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/ALE_HRS_A8_F232_R2_44C_S3_L003_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale8_44c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00423,hot_tale__hot_ale9_mid_30c__1,HOT ALE,hot_tale,hot_ale9_mid_30c,1,Ke Chen,Ke Chen,9/27/18,Escherichia coli HOT_mutL.9.200.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,30.0,7.0,,Batch,0.5638890000000001,Midpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/PAL023_S53_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL023_S53_L004_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale9_mid_30c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00424,hot_tale__hot_ale9_mid_30c__2,HOT ALE,hot_tale,hot_ale9_mid_30c,2,Ke Chen,Ke Chen,9/27/18,Escherichia coli HOT_mutL.9.200.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,30.0,7.0,,Batch,0.574422,Midpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/PAL024_S54_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL024_S54_L004_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale9_mid_30c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00425,hot_tale__hot_ale9_30c__1,HOT ALE,hot_tale,hot_ale9_30c,1,Ke Chen,Ke Chen,9/27/18,Escherichia coli HOT_mutL.9.255.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,30.0,7.0,,Batch,0.655026,Endpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/PAL025_S55_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL025_S55_L004_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale9_30c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00426,hot_tale__hot_ale9_30c__2,HOT ALE,hot_tale,hot_ale9_30c,2,Ke Chen,Ke Chen,11/27/18,Escherichia coli HOT_mutL.9.255.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,30.0,7.0,,Batch,0.647816,Endpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/PAL026_S56_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL026_S56_L004_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale9_30c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00427,hot_tale__hot_ale9_mid_37c__1,HOT ALE,hot_tale,hot_ale9_mid_37c,1,Ke Chen,Ke Chen,9/27/18,Escherichia coli HOT_mutL.9.200.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,37.0,7.0,,Batch,0.98485,Midpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/PAL004_S34_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL004_S34_L004_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale9_mid_37c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00428,hot_tale__hot_ale9_mid_37c__2,HOT ALE,hot_tale,hot_ale9_mid_37c,2,Ke Chen,Ke Chen,9/27/18,Escherichia coli HOT_mutL.9.200.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,37.0,7.0,,Batch,1.0016399999999999,Midpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/PAL005_S35_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL005_S35_L004_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale9_mid_37c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00429,hot_tale__hot_ale9_37c__1,HOT ALE,hot_tale,hot_ale9_37c,1,Ke Chen,Ke Chen,9/27/18,Escherichia coli HOT_mutL.9.255.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,37.0,7.0,,Batch,0.984553,Endpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/PAL006_S36_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL006_S36_L004_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale9_37c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00430,hot_tale__hot_ale9_37c__2,HOT ALE,hot_tale,hot_ale9_37c,2,Ke Chen,Ke Chen,9/27/18,Escherichia coli HOT_mutL.9.255.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,37.0,7.0,,Batch,0.9915790000000001,Endpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/PAL007_S37_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL007_S37_L004_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale9_37c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00431,hot_tale__hot_ale9_mid_44c__1,HOT ALE,hot_tale,hot_ale9_mid_44c,1,Ke Chen,Ke Chen,10/17/18,Escherichia coli HOT_mutL.9.200.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,44.0,7.0,,Batch,0.782586,Midpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/PAL015_S42_L002_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL015_S42_L002_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale9_mid_44c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00432,hot_tale__hot_ale9_mid_44c__2,HOT ALE,hot_tale,hot_ale9_mid_44c,2,Ke Chen,Ke Chen,10/17/18,Escherichia coli HOT_mutL.9.200.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,44.0,7.0,,Batch,0.722815,Midpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/PAL016_S43_L002_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL016_S43_L002_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale9_mid_44c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00433,hot_tale__hot_ale9_44c__1,HOT ALE,hot_tale,hot_ale9_44c,1,Ke Chen,Ke Chen,10/17/18,Escherichia coli HOT_mutL.9.255.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,44.0,7.0,,Batch,0.8184130000000001,Endpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/ALE_HRS_A9_F255_R2_44C_S1_L003_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/ALE_HRS_A9_F255_R2_44C_S1_L003_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale9_44c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00434,hot_tale__hot_ale9_44c__2,HOT ALE,hot_tale,hot_ale9_44c,2,Ke Chen,Ke Chen,9/27/18,Escherichia coli HOT_mutL.9.255.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,44.0,7.0,,Batch,0.815102,Endpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/PAL017_S44_L002_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL017_S44_L002_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale9_44c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00435,hot_tale__hot_ale10_30c__1,HOT ALE,hot_tale,hot_ale10_30c,1,Ke Chen,Ke Chen,9/27/18,Escherichia coli HOT_mutL.10.210.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,30.0,7.0,,Batch,0.49050900000000003,Endpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/PAL027_S57_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL027_S57_L004_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale10_30c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00436,hot_tale__hot_ale10_30c__2,HOT ALE,hot_tale,hot_ale10_30c,2,Ke Chen,Ke Chen,9/27/18,Escherichia coli HOT_mutL.10.210.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,30.0,7.0,,Batch,0.49541199999999996,Endpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/PAL028_S58_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL028_S58_L004_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale10_30c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00437,hot_tale__hot_ale10_37c__1,HOT ALE,hot_tale,hot_ale10_37c,1,Ke Chen,Ke Chen,9/27/18,Escherichia coli HOT_mutL.10.210.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,37.0,7.0,,Batch,0.8596889999999999,Endpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/PAL008_S38_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL008_S38_L004_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale10_37c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00438,hot_tale__hot_ale10_37c__2,HOT ALE,hot_tale,hot_ale10_37c,2,Ke Chen,Ke Chen,9/27/18,Escherichia coli HOT_mutL.10.210.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,37.0,7.0,,Batch,0.859424,Endpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/PAL009_S39_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL009_S39_L004_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale10_37c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00439,hot_tale__hot_ale10_44c__1,HOT ALE,hot_tale,hot_ale10_44c,1,Ke Chen,Ke Chen,11/27/18,Escherichia coli HOT_mutL.10.210.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,44.0,7.0,,Batch,0.5945010000000001,Endpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/ALE_HRS_A10_F210_R1_44C_S6_L003_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/ALE_HRS_A10_F210_R1_44C_S6_L003_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale10_44c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00440,hot_tale__hot_ale10_44c__2,HOT ALE,hot_tale,hot_ale10_44c,2,Ke Chen,Ke Chen,11/27/18,Escherichia coli HOT_mutL.10.210.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,44.0,7.0,,Batch,0.606063,Endpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/ALE_HRS_A10_F210_R2_44C_S7_L003_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/ALE_HRS_A10_F210_R2_44C_S7_L003_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale10_44c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00441,hot_tale__hot_ale16_30c__1,HOT ALE,hot_tale,hot_ale16_30c,1,Ke Chen,Ke Chen,9/27/18,Escherichia coli HOT_mutL.16.258.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,30.0,7.0,,Batch,0.549663,Endpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/PAL029_S59_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL029_S59_L004_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale16_30c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00442,hot_tale__hot_ale16_30c__2,HOT ALE,hot_tale,hot_ale16_30c,2,Ke Chen,Ke Chen,9/27/18,Escherichia coli HOT_mutL.16.258.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,30.0,7.0,,Batch,0.573156,Endpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/PAL030_S60_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL030_S60_L004_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale16_30c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00443,hot_tale__hot_ale16_37c__1,HOT ALE,hot_tale,hot_ale16_37c,1,Ke Chen,Ke Chen,9/27/18,Escherichia coli HOT_mutL.16.258.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,37.0,7.0,,Batch,0.9797319999999999,Endpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/PAL010_S40_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL010_S40_L004_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale16_37c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00444,hot_tale__hot_ale16_37c__2,HOT ALE,hot_tale,hot_ale16_37c,2,Ke Chen,Ke Chen,9/27/18,Escherichia coli HOT_mutL.16.258.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,37.0,7.0,,Batch,0.9628770000000001,Endpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/PAL011_S41_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL011_S41_L004_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale16_37c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00445,hot_tale__hot_ale16_44c__1,HOT ALE,hot_tale,hot_ale16_44c,1,Ke Chen,Ke Chen,11/27/18,Escherichia coli HOT_mutL.16.258.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,44.0,7.0,,Batch,0.907452,Endpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/ALE_HRS_A16_F258_R1_44C_S4_L003_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/ALE_HRS_A16_F258_R1_44C_S4_L003_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale16_44c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00446,hot_tale__hot_ale16_44c__2,HOT ALE,hot_tale,hot_ale16_44c,2,Ke Chen,Ke Chen,11/27/18,Escherichia coli HOT_mutL.16.258.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,44.0,7.0,,Batch,0.8873780000000001,Endpoint,Clonal,HiSeq,,s3://precise-db/raw_data/hot_ale/ALE_HRS_A16_F258_R2_44C_S5_L003_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/ALE_HRS_A16_F258_R2_44C_S5_L003_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,hot_tale:hot_ale16_44c,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00447,pdhr_ale__pdhR-13_51__1,pdhR-ALE,pdhr_ale,pdhR-13_51,1,Amitesh Anand,Amitesh Anand,11/6/19,Escherichia coli EEP_pdhR-13.51.1.1,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,37.0,7.0,,Batch,0.9,Endpoint,Clonal,HiSeq 4000,,s3://precise-db/raw_data/pdhR-ALE/EEP_HRS_PD1A_pdhRKO-ALE_13dot51dot1dot1_Replicate-1_S1_R1_001.fastq.gz,s3://precise-db/raw_data/pdhR-ALE/EEP_HRS_PD1A_pdhRKO-ALE_13dot51dot1dot1_Replicate-1_S1_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,pdhr_ale:pdhR-13_51,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00448,pdhr_ale__pdhR-13_51__2,pdhR-ALE,pdhr_ale,pdhR-13_51,2,Amitesh Anand,Amitesh Anand,11/6/19,Escherichia coli EEP_pdhR-13.51.1.1,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,37.0,7.0,,Batch,0.9,Endpoint,Clonal,HiSeq 4000,,s3://precise-db/raw_data/pdhR-ALE/EEP_HRS_PD1B_pdhRKO-ALE_13dot51dot1dot1_Replicate-2_S2_R1_001.fastq.gz,s3://precise-db/raw_data/pdhR-ALE/EEP_HRS_PD1B_pdhRKO-ALE_13dot51dot1dot1_Replicate-2_S2_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,pdhr_ale:pdhR-13_51,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00449,pdhr_ale__pdhR-14_46__1,pdhR-ALE,pdhr_ale,pdhR-14_46,1,Amitesh Anand,Amitesh Anand,11/6/19,Escherichia coli EEP_pdhR-14.46.1.1,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,37.0,7.0,,Batch,0.9,Endpoint,Clonal,HiSeq 4000,,s3://precise-db/raw_data/pdhR-ALE/EEP_HRS_PD2A_pdhRKO-ALE_14dot46dot1dot1_Replicate-1_S3_R1_001.fastq.gz,s3://precise-db/raw_data/pdhR-ALE/EEP_HRS_PD2A_pdhRKO-ALE_14dot46dot1dot1_Replicate-1_S3_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,pdhr_ale:pdhR-14_46,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ecoli_00450,pdhr_ale__pdhR-14_46__2,pdhR-ALE,pdhr_ale,pdhR-14_46,2,Amitesh Anand,Amitesh Anand,11/6/19,Escherichia coli EEP_pdhR-14.46.1.1,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,37.0,7.0,,Batch,0.9,Endpoint,Clonal,HiSeq 4000,,s3://precise-db/raw_data/pdhR-ALE/EEP_HRS_PD2B_pdhRKO-ALE_14dot46dot1dot1_Replicate-2_S4_R1_001.fastq.gz,s3://precise-db/raw_data/pdhR-ALE/EEP_HRS_PD2B_pdhRKO-ALE_14dot46dot1dot1_Replicate-2_S4_R2_001.fastq.gz,,,,,0.0,,,,PAIRED,ILLUMINA,True,1.0,True,True,pdhr_ale:pdhR-14_46,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
