,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project,condition,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,additional_notes,ScientificName_curated,Host,Knockout,Other_available_omics,Biological_replicate,Technical_replicate,SampleID,R1,R2,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_condition_name,passed_similar_replicates,passed_number_replicates,replicate,sample,n_replicates
SRX334201,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951047,SRP028811,PRJNA215033,215033,SRS469455,SAMN02316331,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469294,GSE49829,GSM1207861,24331466.0,2316331,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,Infection_conditions,LowFe2+_shock,Pool_RNA_seq,WT,Lennox Broth,,,Aerobic,,37C,,,0.3,"Growth in Lennox broth to OD600 0.3; then addition of 2,2’-dipyridyl to a final concentration of 0.2 mM for 10 min",Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,dRNA-Seq,1,1,LowFe2+_shock,,,True,True,True,Infection_conditions:LowFe2+_shock,False,True,1.0,Infection_conditions:LowFe2+_shock:1.0,1.0
SRX334184,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951030,SRP028811,PRJNA215033,215033,SRS469438,SAMN02316325,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469277,GSE49829,GSM1207844,24331466.0,2316325,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,Infection_conditions,MEP,Pool_RNA_seq,WT,Lennox Broth,,,Aerobic,,37C,,Mid-log,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,dRNA-Seq,1,2,MEP_tech2,,,True,True,True,Infection_conditions:MEP,True,True,3.0,Infection_conditions:MEP:3.0,3.0
SRX334199,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951045,SRP028811,PRJNA215033,215033,SRS469453,SAMN02316338,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469292,GSE49829,GSM1207859,24331466.0,2316338,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,Infection_conditions,pH5.8_shock,Pool_RNA_seq,WT,Lennox Broth,,,Aerobic,,37C,,,0.3,"Growth in Lennox broth to OD600 0.3; then cells were harvested by centrifugation, resuspended in fresh Lennox pH5.8 and grown for additional 10 min",Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,dRNA-Seq,1,1,pH5.8_shock,,,True,True,True,Infection_conditions:pH5.8_shock,False,True,1.0,Infection_conditions:pH5.8_shock:1.0,1.0
SRX334188,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951034,SRP028811,PRJNA215033,215033,SRS469442,SAMN02316319,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469281,GSE49829,GSM1207848,24331466.0,2316319,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,Infection_conditions,ESP,Pool_RNA_seq,WT,Lennox Broth,,,Aerobic,,37C,,Early-stationary,2,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,dRNA-Seq,1,1,ESP_bio1_tech1,,,True,True,True,Infection_conditions:ESP,True,True,1.0,Infection_conditions:ESP:1.0,3.0
SRX334207,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951053,SRP028811,PRJNA215033,215033,SRS469461,SAMN02316310,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469300,GSE49829,GSM1207867,24331466.0,2316310,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,Infection_conditions,inSPI2_dRNA_seq,Pool_RNA_seq,WT,PCN,,,Aerobic,,37C,5.8,,0.3,0.4 mM Pi,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,dRNA-Seq,2,1,inSPI2_dRNA_seq,,,True,True,True,Infection_conditions:inSPI2_dRNA_seq,False,True,1.0,Infection_conditions:inSPI2_dRNA_seq:1.0,1.0
SRX334186,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951032,SRP028811,PRJNA215033,215033,SRS469440,SAMN02316321,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469279,GSE49829,GSM1207846,24331466.0,2316321,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,Infection_conditions,LEP,Pool_RNA_seq,WT,Lennox Broth,,,Aerobic,,37C,,Late-log,1,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,dRNA-Seq,1,1,LEP,,,True,True,True,Infection_conditions:LEP,False,True,1.0,Infection_conditions:LEP:1.0,1.0
SRX334196,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951042,SRP028811,PRJNA215033,215033,SRS469450,SAMN02316326,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469289,GSE49829,GSM1207856,24331466.0,2316326,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,Infection_conditions,Temp20,Pool_RNA_seq,WT,Lennox Broth,,,Aerobic,,25C,,,0.3,"Growth in Lennox broth to OD600 0.3 at 25°C, then transfer for 20 min to 37°C",Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,dRNA-Seq,1,1,Temp20,,,True,True,True,Infection_conditions:Temp20,False,True,1.0,Infection_conditions:Temp20:1.0,1.0
SRX334194,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951040,SRP028811,PRJNA215033,215033,SRS469448,SAMN02316323,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469287,GSE49829,GSM1207854,24331466.0,2316323,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,Infection_conditions,25C,Pool_RNA_seq,WT,Lennox Broth,,,Aerobic,,25C,,,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,dRNA-Seq,1,1,25C,,,True,True,True,Infection_conditions:25C,False,True,1.0,Infection_conditions:25C:1.0,1.0
SRX334212,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951058,SRP028811,PRJNA215033,215033,SRS469466,SAMN02316311,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469305,GSE49829,GSM1207872,24331466.0,2316311,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,Infection_conditions,Nitric_oxide_shock_InSPI2,Pool_RNA_seq,WT,PCN,,,Aerobic,,37C,5.8,,0.3,"Growth in PCN medium to OD600 0.3 (pH 5.8, 0.4 mM Pi): then addition of 250 µM Spermine NONOate for 20 min",Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,dRNA-Seq,1,1,Nitric_oxide_shock_InSPI2,,,True,True,True,Infection_conditions:Nitric_oxide_shock_InSPI2,False,True,1.0,Infection_conditions:Nitric_oxide_shock_InSPI2:1.0,1.0
SRX334190,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951036,SRP028811,PRJNA215033,215033,SRS469444,SAMN02316333,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469283,GSE49829,GSM1207850,24331466.0,2316333,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,Infection_conditions,ESP,Pool_RNA_seq,WT,Lennox Broth,,,Aerobic,,37C,,Early-stationary,2,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,dRNA-Seq,2,1,ESP_bio2_tech1,,,True,True,True,Infection_conditions:ESP,True,True,2.0,Infection_conditions:ESP:2.0,3.0
SRX334181,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951027,SRP028811,PRJNA215033,215033,SRS469435,SAMN02316315,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469274,GSE49829,GSM1207841,24331466.0,2316315,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,Infection_conditions,EEP,Pool_RNA_seq,WT,Lennox Broth,,,Aerobic,,37C,,Early-log,0.1,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,dRNA-Seq,1,1,EEP,,,True,True,True,Infection_conditions:EEP,False,True,1.0,Infection_conditions:EEP:1.0,1.0
SRX334189,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951035,SRP028811,PRJNA215033,215033,SRS469443,SAMN02316322,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469282,GSE49829,GSM1207849,24331466.0,2316322,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,Infection_conditions,ESP,Pool_RNA_seq,WT,Lennox Broth,,,Aerobic,,37C,,Early-stationary,2,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,dRNA-Seq,1,2,ESP_bio1_tech2,,,True,True,True,Infection_conditions:ESP,True,True,3.0,Infection_conditions:ESP:3.0,3.0
SRX334204,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951050,SRP028811,PRJNA215033,215033,SRS469458,SAMN02316339,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469297,GSE49829,GSM1207864,24331466.0,2316339,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,Infection_conditions,Anaerobic_growth,Pool_RNA_seq,WT,Lennox Broth,,,Anaerobic,,37C,,,0.3,Static growth in Lennox broth to OD600 0.3 in a completely filled and closed 50 ml Falcon tube,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,dRNA-Seq,1,1,Anaerobic_growth,,,True,True,True,Infection_conditions:Anaerobic_growth,False,True,1.0,Infection_conditions:Anaerobic_growth:1.0,1.0
SRX334200,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951046,SRP028811,PRJNA215033,215033,SRS469454,SAMN02316332,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469293,GSE49829,GSM1207860,24331466.0,2316332,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,Infection_conditions,NaCl_shock,Pool_RNA_seq,WT,Lennox Broth,,,Aerobic,,37C,,,0.3,Growth in Lennox broth to OD600 0.3; then addition of NaCl to a final concentration of 0.3 M for 10 min,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,dRNA-Seq,1,1,NaCl_shock,,,True,True,True,Infection_conditions:NaCl_shock,False,True,1.0,Infection_conditions:NaCl_shock:1.0,1.0
SRX334214,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951060,SRP028811,PRJNA215033,215033,SRS469468,SAMN02316313,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469307,GSE49829,GSM1207874,24331466.0,2316313,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,Infection_conditions,Pool_RNA_seq,Pool_RNA_seq,WT,PCN,,,Aerobic,,37C,,,,All 22 conditions pooled,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,dRNA-Seq,1,1,Pool_RNA_seq,,,True,True,True,Infection_conditions:Pool_RNA_seq,False,True,1.0,Infection_conditions:Pool_RNA_seq:1.0,1.0
SRX334197,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951043,SRP028811,PRJNA215033,215033,SRS469451,SAMN02316335,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469290,GSE49829,GSM1207857,24331466.0,2316335,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,Infection_conditions,Cold_shock_15C,Pool_RNA_seq,WT,Lennox Broth,,,Aerobic,,37C,,,0.3,"Growth in Lennox broth to OD600 0.3, then transfer for 10 min from 37°C to 15°C",Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,dRNA-Seq,1,1,Cold_shock_(15C),,,True,True,True,Infection_conditions:Cold_shock_15C,False,True,1.0,Infection_conditions:Cold_shock_15C:1.0,1.0
SRX334213,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951059,SRP028811,PRJNA215033,215033,SRS469467,SAMN02316314,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469306,GSE49829,GSM1207873,24331466.0,2316314,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,Infection_conditions,Pool_dRNA_seq,Pool_RNA_seq,WT,PCN,,,Aerobic,,37C,,,,All 22 conditions pooled,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,dRNA-Seq,1,1,Pool_dRNA_seq,,,True,True,True,Infection_conditions:Pool_dRNA_seq,False,True,1.0,Infection_conditions:Pool_dRNA_seq:1.0,1.0
SRX334210,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951056,SRP028811,PRJNA215033,215033,SRS469464,SAMN02316308,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469303,GSE49829,GSM1207870,24331466.0,2316308,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,Infection_conditions,InSPI2_LowMg2+,Pool_RNA_seq,WT,PCN,,,Aerobic,,37C,5.8,,0.3,"Growth in PCN medium with 10 µM MgCl2 to OD600 0.3 (pH 5.8, 0.4 mM Pi)",Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,dRNA-Seq,1,1,InSPI2_LowMg2+,,,True,True,True,Infection_conditions:InSPI2_LowMg2+,False,True,1.0,Infection_conditions:InSPI2_LowMg2+:1.0,1.0
SRX334195,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951041,SRP028811,PRJNA215033,215033,SRS469449,SAMN02316330,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469288,GSE49829,GSM1207855,24331466.0,2316330,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,Infection_conditions,Temp10,Pool_RNA_seq,WT,Lennox Broth,,,Aerobic,,25C,,,0.3,"Growth in Lennox broth to OD600 0.3 at 25°C, then transfer for 10 min to 37°C",Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,dRNA-Seq,1,1,Temp10,,,True,True,True,Infection_conditions:Temp10,False,True,1.0,Infection_conditions:Temp10:1.0,1.0
SRX334206,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951052,SRP028811,PRJNA215033,215033,SRS469460,SAMN02316307,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469299,GSE49829,GSM1207866,24331466.0,2316307,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,Infection_conditions,NonSPI2,Pool_RNA_seq,WT,PCN,,,Aerobic,,37C,7.4,,0.3,25 mM Pi,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,dRNA-Seq,1,1,NonSPI2,,,True,True,True,Infection_conditions:NonSPI2,False,True,1.0,Infection_conditions:NonSPI2:1.0,1.0
SRX666590,7/31/15 20:28,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR1532986,SRP045115,PRJNA257106,257106,SRS671280,SAMN02947370,SRA177318,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,934822,GSE59945,GSM1462578,26561851.0,2947370,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,Macrophage,Intra_macrophage_dRNA,Intra_macrophage_RNA,WT,,,,,,,,,,RAW264.7 murine macrophage,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,dRNA-Seq,2,1,Intra-macrophage_dRNA-seq_2,,,True,True,True,Macrophage:Intra_macrophage_dRNA,True,True,1.0,Macrophage:Intra_macrophage_dRNA:1.0,2.0
SRX666587,7/31/15 20:28,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR1532983,SRP045115,PRJNA257106,257106,SRS671277,SAMN02947367,SRA177318,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,934819,GSE59945,GSM1462575,26561851.0,2947367,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,Macrophage,Intra_macrophage_RNA,Intra_macrophage_RNA,WT,,,,,,,,,,RAW264.7 murine macrophage,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,dRNA-Seq,1,1,Intra-macrophage_RNA-seq_1,,,True,True,True,Macrophage:Intra_macrophage_RNA,True,True,1.0,Macrophage:Intra_macrophage_RNA:1.0,2.0
SRX666588,7/31/15 20:28,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR1532984,SRP045115,PRJNA257106,257106,SRS671278,SAMN02947368,SRA177318,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,934820,GSE59945,GSM1462576,26561851.0,2947368,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,Macrophage,Intra_macrophage_RNA,Intra_macrophage_RNA,WT,,,,,,,,,,RAW264.7 murine macrophage,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,dRNA-Seq,2,1,Intra-macrophage_RNA-seq_2,,,True,True,True,Macrophage:Intra_macrophage_RNA,True,True,2.0,Macrophage:Intra_macrophage_RNA:2.0,2.0
SRX666589,7/31/15 20:28,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR1532985,SRP045115,PRJNA257106,257106,SRS671279,SAMN02947369,SRA177318,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,934821,GSE59945,GSM1462577,26561851.0,2947369,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,Macrophage,Intra_macrophage_dRNA,Intra_macrophage_RNA,WT,,,,,,,,,,RAW264.7 murine macrophage,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,dRNA-Seq,1,1,Intra-macrophage_dRNA-seq_1,,,True,True,True,Macrophage:Intra_macrophage_dRNA,True,True,2.0,Macrophage:Intra_macrophage_dRNA:2.0,2.0
SRX4665717,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7814147,SRP160917,PRJNA490148,490148,SRS3760715,SAMN10026113,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323866,GSE119724,GSM3381729,30645593.0,10026113,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_InSPI2,st474_MEP,WT,PCN,,,Aerobic,,37C,5.8,,0.3,"Growth in PCN medium (pH 5.8, 0.4 mM Pi) at 37ºC,220 rpm (in a water bath),to OD600 nm0.3.",Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,3,1,InSPI2-4,,,True,True,True,comparative_st474:st474_InSPI2,True,True,1.0,comparative_st474:st474_InSPI2:1.0,4.0
SRX4665719,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7814149,SRP160917,PRJNA490148,490148,SRS3760714,SAMN10026110,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323868,GSE119724,GSM3381731,30645593.0,10026110,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_LEP,st474_MEP,WT,LB,,,Aerobic,,37C,,,0.1,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,1,1,LEP,,,True,True,True,comparative_st474:st474_LEP,False,True,1.0,comparative_st474:st474_LEP:1.0,1.0
SRX4665716,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7814146,SRP160917,PRJNA490148,490148,SRS3760713,SAMN10026115,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323865,GSE119724,GSM3381728,30645593.0,10026115,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_InSPI2,st474_MEP,WT,PCN,,,Aerobic,,37C,5.8,,0.3,"Growth in PCN medium (pH 5.8, 0.4 mM Pi) at 37ºC,220 rpm (in a water bath),to OD600 nm0.3.",Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,2,1,InSPI2-3,,,True,True,True,comparative_st474:st474_InSPI2,True,True,2.0,comparative_st474:st474_InSPI2:2.0,4.0
SRX4665710,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7814140,SRP160917,PRJNA490148,490148,SRS3760707,SAMN10026125,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323859,GSE119724,GSM3381722,30645593.0,10026125,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_EEP,st474_MEP,WT,LB,,,Aerobic,,37C,,Early-log,0.1,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,1,1,EEP,,,True,True,True,comparative_st474:st474_EEP,False,True,1.0,comparative_st474:st474_EEP:1.0,1.0
SRX4665712,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7814142,SRP160917,PRJNA490148,490148,SRS3760708,SAMN10026122,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323861,GSE119724,GSM3381724,30645593.0,10026122,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_ESP,st474_MEP,WT,LB,,,Aerobic,,37C,,Early-stationary,2,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,3,1,ESP-3,,,True,True,True,comparative_st474:st474_ESP,True,True,1.0,comparative_st474:st474_ESP:1.0,4.0
SRX4665726,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7814156,SRP160917,PRJNA490148,490148,SRS3760723,SAMN10026101,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323875,GSE119724,GSM3381738,30645593.0,10026101,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_NaCl_shock,st474_MEP,WT,LB,,,Aerobic,,37C,,,0.3,"Growth in Lennox broth at 37ºC,220 rpm (in a water bath),to OD600 nm0.3, then addition of NaCl to a final concentration of 0.3 M for 10 min in the same incubation conditions.",Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,1,1,NaCl_shock,,,True,True,True,comparative_st474:st474_NaCl_shock,False,True,1.0,comparative_st474:st474_NaCl_shock:1.0,1.0
SRX4665731,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7814161,SRP160917,PRJNA490148,490148,SRS3760728,SAMN10026176,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323880,GSE119724,GSM3381743,30645593.0,10026176,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_NO_shock_InSPI2,st474_MEP,WT,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,1,1,NO_shock_InSPI2,,,True,True,True,comparative_st474:st474_NO_shock_InSPI2,False,True,1.0,comparative_st474:st474_NO_shock_InSPI2:1.0,1.0
